tweet,label
"but i do know one thing though, bitches they come they go, Saturday through Sunday monday, monday through sunday yooooo #superman","[0.13612641394138336, 0.8638735413551331]"
&#9733; BEST ASIAN MASSAGE ON THE park slope --TOP RATED SPA &#9733; 718-622-0221 - 24 http://t.co/ZsAAzFL0p5,"[0.9509554505348206, 0.04904453828930855]"
I need to pick between two wigs. The agony. ;__; My cute multi-colored bob or my red Stevie Nicks curly one?,"[0.9046427011489868, 0.09535727649927139]"
RT @SunSentinel: The @SunSentinel Editorial Board endorses Charlie Crist for governor -- Better for Floridians http://t.co/t21z2YBZlQ http:&#8230;,"[0.9455943703651428, 0.05440559238195419]"
"I got 99 problems and a bitch ain't one...
She's all 99, I think I need a sub machine gun #gratata","[0.30026909708976746, 0.6997309327125549]"
@QueenIttyBitty lmfao I wasn't scanning anything..the fat hoes was hittin me up,"[0.1708100438117981, 0.8291899561882019]"
RT @AlexDavisRaps: fuck. I forgot to wear a belt. i'ma feel like a coon all day now.,"[0.7669172286987305, 0.2330828309059143]"
*waits for Fanduel to hit me with the jig*,"[0.9733547568321228, 0.026645248755812645]"
As always Eli has the stupid hick hayseed look on his face Giants fans kill yaselves it's gonna be a&#8230; http://t.co/JcYZzMKCfu,"[0.5360819101333618, 0.4639180898666382]"
&#128514;&#128514;&#128514; played that nigga smh &#8220;@sexualgifss: bitches are so shady... oh my god &#128514;&#128514; http://t.co/1VhC9LqsKg&#8221;,"[0.13478681445121765, 0.8652132153511047]"
"RT @jewtanski: When you has a frownie, eats a brownie","[0.9497438669204712, 0.05025608465075493]"
Would you drink with a nigguh? Do you smoke weed?,"[0.15162403881549835, 0.8483760356903076]"
givenchy my toes and my bros and my hoes,"[0.24283486604690552, 0.7571651339530945]"
@_tiffanycarter bitch... Im mad at you for slapping me &#9995;,"[0.7909409999847412, 0.2090590000152588]"
Touchdown hoe ... touchdown hoe!!!!!,"[0.1267586499452591, 0.8732413649559021]"
"They were taking a picture and I saw a bird fly past and I was like, oh bird! @HeidyPalma21","[0.9597826600074768, 0.04021730646491051]"
If I'm sharing my nigga with every other bitch why tf do I want him. He ain't no longer special. The heck.,"[0.2913283407688141, 0.7086716294288635]"
"RT @NabilAbuAmirah: @SteveWorks4You gave themselves, when the bakers took pay cuts that killed the Twinkie. Tell the fucking truth for once&#8230;","[0.956669270992279, 0.04333071783185005]"
RT @JoeBudden: Women all over America are overstating the value of pussy.,"[0.40180692076683044, 0.5981930494308472]"
why are people acting like they didn't know hoe allen was going to the cavs 6 months ago?,"[0.42440730333328247, 0.5755926966667175]"
If u bad niggas a really play nice to get to the pussy then... that ass gone &#128514;,"[0.1266513615846634, 0.8733486533164978]"
"""It takes a true directioner to accept Larry"" You know what bitch its fans like you that make the boys cry. #ThankYouPaulForConfirmingLarry","[0.6422054171562195, 0.35779452323913574]"
I can't sleep so ima watch Spongebob and eat crackers and peanut butter,"[0.9542375802993774, 0.04576239362359047]"
RT @Yankees: Were you expecting anything short of fireworks in his final homestand? #FarewellCaptain http://t.co/5nTacrQ43m,"[0.9428982138633728, 0.05710176005959511]"
"Can't let nobody play my gta, bitches like using up all ya ammo n gettin ya dude kilt by the cops","[0.5808297395706177, 0.4191702902317047]"
RT @_ashwhole: &#8220;@TerryLee__: &#8220;@______0__o_____: RT &#8220;@iHitModelsRaw: *hits blunt* https://t.co/WiqgnDXgNM &#8221;&#8221; this hoe thought she was so dee&#8230;,"[0.19473372399806976, 0.8052663207054138]"
Fuck bad bitches,"[0.12683284282684326, 0.8731672167778015]"
"Broke bitches that talk shit, now them the bitches I stunt for &#9994;","[0.12962386012077332, 0.8703761696815491]"
#illNeverUnderstandWhy anyone from Jersey Shore is famous. I should go be a guido shitbag if it means money for my family.,"[0.6409297585487366, 0.3590702712535858]"
RT @machinegunkelly: Tbt: I tried on French's outfit for the Freshman cover at that shoot high as fuck off weed brownies&#8230; http://t.co/HKiWy&#8230;,"[0.9345409870147705, 0.06545907258987427]"
Terrifying. #leprechaun http://t.co/447wgkSVVG,"[0.9517145156860352, 0.04828547313809395]"
@Lord_Fernandooo stfu nigguh I've been reading the manga for the longest and you know that,"[0.12438088655471802, 0.875619113445282]"
@T_FLYE you a hoe for that I'm rolling &#128514;&#128514;&#128514;&#128514;&#128514;,"[0.11816903948783875, 0.8818309903144836]"
@ThatAssholeAlan nick background my nigger,"[0.09838598966598511, 0.9016140103340149]"
Thanksgiving early hoe http://t.co/A29MLLX62B,"[0.24879050254821777, 0.7512094974517822]"
"#RebelScience ......is using an ACTUAL WOMAN as a genetic engineering lab for ""all natural clones""..... or something...... #faggot #rome","[0.08727579563856125, 0.9127241969108582]"
RT @NBCSports: THIS JUST IN: Yankees P Michael Pineda is ejected from game after substance found on his neck http://t.co/7c3ekGdoVB http://&#8230;,"[0.9362725615501404, 0.0637274831533432]"
"RT @traplord_: Ridin round blowin loud, fuck hoes by the crowd. RT @1TAKEHOV: Lil Reese's verse on My Lil Niggas is a str8 hip hop classic","[0.502227783203125, 0.4977721869945526]"
@T_FLYE you got some more hoe,"[0.13864485919475555, 0.861355185508728]"
S/O @HorseNuts_Clark for keeping me sane when I'm a cunt,"[0.4169743061065674, 0.5830256342887878]"
leaving no hope for these hoes.,"[0.09771012514829636, 0.902289867401123]"
"@sprayinpray I recall you telling one of the Apollo teachers you hoped her baby came out retarded , and it did ... #AssholeOfTheYear lol &#128514;","[0.7926979064941406, 0.20730209350585938]"
"&#8220;@BixxhMakeMeRich: If u ask me, every bitch gay&#8221;or ""bi""","[0.20220080018043518, 0.7977991700172424]"
"If you like the 24k gold rillos, your a pussy","[0.31125789880752563, 0.6887421011924744]"
@itsjustmexo ur a cunt nd a wish a was a faggot,"[0.09417825192213058, 0.9058218002319336]"
Karma sure is a bitch. Lol,"[0.24813227355480194, 0.7518677711486816]"
RT @O3_Millz: I wonder if mfers gon be mad I took they bitch &#128064;&#128514;&#128514;,"[0.9416422843933105, 0.05835768207907677]"
It's Some hoes out here tonite &amp; I got Shawty wit me,"[0.6072495579719543, 0.39275044202804565]"
"Walk up to your house, knock on the door and blow your ass off. Drop it off, drop it off, bitch I got a sawed off!!","[0.20409050583839417, 0.7959095239639282]"
Me &amp; Elizabeth are down bitches.,"[0.20348431169986725, 0.7965156435966492]"
@abbywiseman1 haha you were that bitch on our team &#128521;,"[0.20571459829807281, 0.7942853569984436]"
RT @SheWilI: When you go to a college party and you don't see any bitches http://t.co/ACUT5eT3tU,"[0.6101514101028442, 0.3898485600948334]"
@WolfgangAbedeus @NickFilancia80 @clair3ismon3y You can tease this dick faggot,"[0.0935145691037178, 0.9064854383468628]"
&#8220;@jama_jam I'm not saying I'm for this but .. Studs will fuck trannys but won't let they bitch strap them down you muhfuckas childish lol&#8221;,"[0.18703927099704742, 0.812960684299469]"
@StephyRae7 No I'm pimping out you and those guys at the park playing bitch volleyball. #HairyChestsDoee,"[0.32837140560150146, 0.6716285943984985]"
I'm in my bed like half asleep and stuff. But I really want that Oreo coffee coolatta.,"[0.972727358341217, 0.02727270871400833]"
RT @lexxxilove: I wake up in the middle of the night and chug the orange juice straight from the bottle. Sorry mom.,"[0.9410717487335205, 0.058928318321704865]"
RT @lnsaneTweets: when other girls wear beanies they look cute &amp; stylish but when i wear them i look like a member of a drug cartel who sel&#8230;,"[0.7601166367530823, 0.23988336324691772]"
RT @KingHorseDick: Jody was really a pussy tho. He let some lil niggas jump him and take his bike. Old head sonned him in front of his mama&#8230;,"[0.727308988571167, 0.2726910412311554]"
"""Nah girl I ain't gon be able to make it, it's been tight since Russ loss his job"" you in the back like ""damn bitch really""","[0.6986564993858337, 0.30134350061416626]"
"RT @theyLOVEblaq_: joseline did not sneak athea , if a bitch you dont like coming at you like that &amp; you still sit yo ass onnat couch THATS&#8230;","[0.295248806476593, 0.704751193523407]"
"RT @BeautysRaj: ""Ariana is probably the next Beyonce"" bitch if you don't back the fuck up http://t.co/g6XGmAqk52","[0.34681910276412964, 0.6531809568405151]"
His bitch ass is the same way so it don't matter.,"[0.16885323822498322, 0.831146776676178]"
&#8220;@teecakessss: Do this hoe wanna fight @SierraSamone_&#8221; right,"[0.15000787377357483, 0.8499921560287476]"
I tell the 5th bitch to get the 6th bitch to to have the 7th bitch bring more.,"[0.1715393215417862, 0.8284606337547302]"
"""@FunnyPicsDepot: this the ""I play soccer, cheat on girls, and wear khaki coloured cargos"" haircut http://t.co/ZUai7qWBIR"" &#128514; yup","[0.91314297914505, 0.08685698360204697]"
RT @_BaDunCHING_: This bitch.... http://t.co/3x1NOLV356,"[0.22106324136257172, 0.7789367437362671]"
Ugh bad bitches picture coming soon &#128514;,"[0.21699804067611694, 0.7830019593238831]"
RT @VideriQuamEsse: British Jihadi Mother Who Wants to Be First Female Executioner is MI6's Most Wanted http://t.co/INZPvpf2tN,"[0.8947100043296814, 0.10528996586799622]"
RT @LuieSanches: PROUDLY a racist. u dumb nigger,"[0.08979645371437073, 0.9102035760879517]"
"RT @KatiePavlich: Now go take out the trash &#8220;@sdoocy: . Today I was #outnumbered, but thankfully not #dismembered! Thanks, Ladies http://t.&#8230;","[0.7228922843933105, 0.27710771560668945]"
&#8220;@waymoflydenu Why yall think its ok to be faggots?&#8221; and want us to be cool with them,"[0.08775515109300613, 0.9122448563575745]"
aye bitch try this,"[0.2185630202293396, 0.7814369797706604]"
You been the side hoe &#128514;&#128514;&#128514;&#128128;&#128128;&#128074;,"[0.12041275203227997, 0.8795872926712036]"
"RT @marylene58: ""@GoalieBill328: @sarobards @Julesofthesmile @NeliusPamela @PubliusScion yes she is ghetto bitch"" http://t.co/jIxWXEXNIe","[0.2893432080745697, 0.7106568217277527]"
"They told me to fuc wit bitches but never trust em 
They told me they my niggas but I never trust em","[0.20063666999340057, 0.7993633151054382]"
"I'm ready to cry I'm so mad, like me &amp; this bitch gon have to fight.","[0.8287470936775208, 0.17125286161899567]"
I just want a girl that'll be a hoe for me that's all,"[0.26337364315986633, 0.7366263270378113]"
Where's the part where Fat Amy goes err wop wobn wefo? #thingspeoplesay @FatAmyPost,"[0.9489994049072266, 0.051000580191612244]"
I'm use to these hoes don't play,"[0.12507253885269165, 0.8749275207519531]"
Last time I wore the shirt I'm wearing today I fought a bitch. ( on no ratchet bs) but she yanked the fuck outta this shirt.,"[0.5882560014724731, 0.41174396872520447]"
bae won his game &#128525; #redskins,"[0.9683225154876709, 0.03167752921581268]"
I just bitch slapped my brother,"[0.195923313498497, 0.8040766716003418]"
No i dont own the pussy i just sample it!!,"[0.4222617447376251, 0.5777382254600525]"
RT @WBeezy_: These bitches so phoney &#128514;&#128514;&#128514;,"[0.15608525276184082, 0.8439147472381592]"
slap a hoe,"[0.11763779819011688, 0.8823622465133667]"
henny cups on all that ice bitch i'm froze up,"[0.24485379457473755, 0.7551462054252625]"
@karlamorenoo my niggah my niggah lol,"[0.09546283632516861, 0.9045371413230896]"
"I wasn't born last night, I know these hoes ain't right","[0.14550663530826569, 0.8544933199882507]"
"RT @EmmGoldLA: A lot of ppl look at me like ""who the fuck does this bitch think she is"".... Ms. Goldschmied to you","[0.4822351038455963, 0.5177649259567261]"
#morningjoe prove him wrong righties! Liberals use facts cons use emotions to make decisions. Facts be damned should be the teabagger motto,"[0.9137885570526123, 0.08621151000261307]"
"RT @HilariousBubble: Texting bitches at 11:12, making their wish come true.","[0.18455208837985992, 0.8154479265213013]"
RT @_iHATEMOON: All these bitches &amp; niggaz with they imaginary haters .....,"[0.11910891532897949, 0.8808910846710205]"
Baby pussy cant be your only hustle. Unless u bad as Naomi Russell.I mean a lot of ppl got money.So basically Russell aint the only Russell,"[0.2571992874145508, 0.7428007125854492]"
TWITTER IS JUST LIKE REAL LIFE...filled with pussies.,"[0.6597940325737, 0.34020593762397766]"
&#8220;@sosadtoday: in a relationship with the idea of you&#8221; - girls with trash love lives,"[0.8954680562019348, 0.10453186929225922]"
RT @SexyKarenFisher: Oh it's Saturday funny time! You better redneck necognize! http://t.co/qc4mgs3ejp,"[0.7152662873268127, 0.28473374247550964]"
RT @GeorgeKelleyJr: If ur 20+ and still need ur parent's permission to do stuff ur a little bitch #growup,"[0.5719053149223328, 0.4280947148799896]"
@michellemcaffey I'll show you how much of a fag I am &#128527;,"[0.10186315327882767, 0.8981368541717529]"
RT @DearLeader10: You value yourself because someone gave you a title. I value myself because bitch I'm clutch. I win.,"[0.5666689872741699, 0.43333104252815247]"
@OhhhChad here come the desperate hoes &#128514;,"[0.12346017360687256, 0.8765398263931274]"
&#8220;@CiddyP_60: I wouldn't trust a male cheerleader @ All cuz .&#8221; Cimarron got one &#128514; &amp; he got ALLLL the bitches,"[0.6509866714477539, 0.3490133583545685]"
"LOLOLOL RT @AjalaPilgrim: Freddy still have all the birds, doppz still a wet man, harry still on parry, and we salting","[0.9687568545341492, 0.031243136152625084]"
"I wonder if there's ever a day in my sisters life that she's ever not a complete and utter bitch, or if she saves it special just for me&#8230;","[0.5946184396743774, 0.40538153052330017]"
@DoughBoyFreco hahahhaha he had mad bitches &#128514;&#128514;&#128514;&#128514;,"[0.9416568875312805, 0.05834317207336426]"
@KuntIMKeesh lmao...nigga talking like he bag bitches,"[0.1438971608877182, 0.8561028838157654]"
Wake up you stoopid dyke @RandyPawlik,"[0.12326307594776154, 0.8767368793487549]"
Pussies only pussy...an every women got one...so u gotta have more than that ladies,"[0.27995234727859497, 0.720047652721405]"
"""@ZoeBarton3: @h0rheyd ewww I said THAT last Sunday..as in the last Sunday I was there. Read it again nigs""&#128563;&#128563;&#128563;&#128563;&#128563;","[0.10746624320745468, 0.8925337791442871]"
"Fuck this mexican bitch she talks too much, she thinks she's an ivy league scholar.","[0.19323308765888214, 0.8067669868469238]"
Hey ladies can i ask you a question ? Why do yall niggas be so fkn LAME ! It be the baddest bitches wit the LAMEST niggas,"[0.15729445219039917, 0.8427055478096008]"
"""We hate niggers, we hate faggots and we hate spics""-kkk rally","[0.09631652384996414, 0.9036834836006165]"
@ShawnIrwin9 okay closet fag,"[0.10233965516090393, 0.8976603150367737]"
@Gladvillian_ dont get that bacon stuffed crust tho its trash,"[0.8646365404129028, 0.13536345958709717]"
RT @BNaStY00037: Could you please refrain from being a dumb bitch,"[0.32422009110450745, 0.6757798790931702]"
RT @LiViBADD88: niggas talk more than bitches these days... let that sink in!,"[0.2585333287715912, 0.7414666414260864]"
@simonslives @recordstoreday cheers dude might nip to town for #TheEditors #Vinyl ;-) #MusicMatters,"[0.7922917604446411, 0.20770816504955292]"
RT @TOnycranshaw22: @AlmightyVinny_ @RichHomieMeezy @54OO_Mauri bitch stop lien,"[0.17611797153949738, 0.8238820433616638]"
@LadyVodkax we're talking about fucking you right in the pussy,"[0.30009645223617554, 0.6999035477638245]"
RT @kuczaaaK: I'm getting trash talked by a 8 year old #wtf,"[0.9722160696983337, 0.027783874422311783]"
.@AussieGrit loves Austin: http://t.co/HTtbU4OmZy Webber such a boon for @FIAWEC. #6HCOTA,"[0.915488064289093, 0.08451197296380997]"
yall crazy hoes need jesus lol,"[0.18428349494934082, 0.8157165050506592]"
RT @JuanNDaCut: When twitter rappers dm me their trash links http://t.co/yck16ZiNZZ,"[0.8943499326705933, 0.10565011203289032]"
I get gwop now that bitch remember me,"[0.2341236025094986, 0.7658763527870178]"
All the time lol RT @KoolAssK: Lol ima hoe sometimes,"[0.18918725848197937, 0.810812771320343]"
that bitch looked wierd !&#128514;,"[0.17542694509029388, 0.8245730996131897]"
"I just wrote a dawg ass essay, &amp; was working on the bibliography &amp; my laptop froze. Im kill a bitch if it gets lost, cause I hadnt saved it.","[0.7279568910598755, 0.2720431387424469]"
RT @antglizzygg: Tell your bitch that I'm that nigga now,"[0.3885692358016968, 0.611430823802948]"
RT @SeanPrice: This nigger tattoo show is horrible,"[0.10611746460199356, 0.8938825726509094]"
They updated Wukong's new splash so it doesn't look so fucking retarded,"[0.8887039422988892, 0.11129607260227203]"
RT @lilmenifee__: bitch you tweaking hoe tweaking hoe &#128129;,"[0.1224256306886673, 0.8775743842124939]"
"Why hella bitches act like they got everything they have on they own, like no bitch you had some form of assistance","[0.19908961653709412, 0.8009103536605835]"
I could NEVER bring myself to fw a bitch or nigga that wears EVERYBODY else shit like um no YOUR BROKE &amp; bummy ya fuccing boof &#128514;&#128557;&#9995;&#128553;,"[0.20382541418075562, 0.7961745858192444]"
RT @billmanoussakis: Sinclair hoes don't care how fat they are. They all still wear yoga pants and belly shirts....,"[0.4417112469673157, 0.5582887530326843]"
"RT @hotmessundergrd: Things to remember:
Sometimes being a bitch is necessary.
Stick to your guns.
Impromptu solo dance parties are good fo&#8230;","[0.8906111121177673, 0.10938886553049088]"
@j_schlauds do it you pussy,"[0.18217584490776062, 0.817824125289917]"
One thing u can't get me to do is trust a bitch,"[0.2584785223007202, 0.7415214776992798]"
"@GoldGloveTV Neither does your fucking cat, pussy.","[0.48240676522254944, 0.5175932049751282]"
It be 30 below zero and hoes still go out like its 90 degrees plus tax,"[0.157790869474411, 0.8422091007232666]"
All these bitches want love from scrappy .,"[0.14355523884296417, 0.8564448356628418]"
RT @Noworriezzzz: Two hoes arguing bout who fucking who for x amount of money lol what,"[0.21626627445220947, 0.7837337255477905]"
The little bitch nervous because he not tweeting anymore,"[0.3346460163593292, 0.6653540134429932]"
RT @urbandictionary: @The2kGod nigger: A fully grown niglet http://t.co/HJKlNHDrWT http://t.co/x6y5XKKPMq,"[0.09686196595430374, 0.9031380414962769]"
Lmao! RT @HUMonTHESE Harden look like the last air bender out this bitch. http://t.co/jN8exkXf,"[0.27956122159957886, 0.7204388380050659]"
Pussy nicca we ain't friends you ain't gotta @ me -- @Icewear_Vezzo voice!,"[0.7981671094894409, 0.2018328458070755]"
"@sexy_rexy25 98 civic lx ""stick"" green with shitty paint on some beaner ass wheels with 180k miles no AC and no insurance how's that?","[0.906440258026123, 0.09355968981981277]"
I gotta bottle of liq at the crib when I get off I'm hitting dat bitch bare&#128553;... the liq dat is!!!,"[0.314308226108551, 0.685691773891449]"
"her pussy like me, her heart like fuck it.","[0.27508458495140076, 0.7249153852462769]"
Lmfao all bitches is hoes then,"[0.12397045642137527, 0.8760294914245605]"
"""@Master11_: @20ToLife_ @GabrielaStarr How could u do this to me bitch"" potent","[0.8136958479881287, 0.18630413711071014]"
Fantasy squad doing so trash :/,"[0.9724011421203613, 0.027598818764090538]"
"RT @FezTht70s: A penis lives a sad life: His hair is a mess, his family is nuts, neighbor is an asshole, best friend is a pussy and owne ...","[0.6512608528137207, 0.3487391173839569]"
Why are people saying don't let guys treat you like a yellow starburst? That's my favorite.,"[0.9679346084594727, 0.03206542134284973]"
@McLaffyTaffy Reason #2 I didn't order a shirt: Taffy will know where I live and he would probably find me and stab me.,"[0.9550217390060425, 0.04497823491692543]"
"RT @Svvage: ""@will123_william: Isn't Ebola a type of soup???"" Naw nigga its a country. My bitch is from there. She ebolian.","[0.2001848667860031, 0.7998151183128357]"
I rescued a baby bird &#128035; http://t.co/Ad7yy4CuQt,"[0.9659603238105774, 0.034039635211229324]"
"RT @iDavey: Also. RT ""@ParadoxicalMike: I know one ho in particular who loves pointing out that everyone else is a ho. Lol""","[0.9330286979675293, 0.0669713243842125]"
"RT ""@HuffingtonPost: Jane Seymour rocks a bikini at 62 http://t.co/1pUccv8t97"" Crazy Aunt Jane is at it again @TheFaithAnne","[0.9237633347511292, 0.07623668015003204]"
&#8220;@Mick_Peddicord8: Water polo is so fucking hard #respect&#8221; yeah if you're a pussy,"[0.47682449221611023, 0.5231755375862122]"
bad bitch with me trying to blow me like a fuse,"[0.24823197722434998, 0.7517680525779724]"
Naw I'm just playin I only fucked with bad bitches,"[0.23253655433654785, 0.7674634456634521]"
RT @AlxJames10: I mean sometimes eating a carton of Double Stuf Oreos is your only option.,"[0.9533857107162476, 0.046614307910203934]"
RT @iCARLEYBBY: &#8220;@LexLuthorDaKing: Some* RT @iCARLEYBBY: Niggas be so pressed for pussy&#8221; my bad yes some!,"[0.33770376443862915, 0.6622962355613708]"
RT @ItsGirllCode: when other girls wear beanies they look cute &amp; stylish but when i wear them i look like a member of a drug cartel who sel&#8230;,"[0.7601166367530823, 0.23988336324691772]"
Oreos and coffee for brunch. I do what I want!,"[0.9642132520675659, 0.035786792635917664]"
Okay. Here. IF #natitude is SOOOOO COOL&gt; How come you bitches don't call Obama by BO JINGO? That's what I thought. #gobuycomb,"[0.2658518850803375, 0.7341480851173401]"
@kieffer_jason @sbsylvester u call me dumb but u speak on shit u don't know nothing about yea look who's fucking talking retard,"[0.2853352427482605, 0.7146647572517395]"
@O_ShitItsLaura haha because I'm too cool for them hoes lmao jk I got reported supposedly that I was a fake account &#128554;,"[0.17928364872932434, 0.8207163214683533]"
Don't Hillary's verbal responses and aggressive interactions suggest either brain damage or a need for meds? Or maybe she's just a bitch!,"[0.6122374534606934, 0.38776254653930664]"
RT @HawkinsUSA: Party of Racists just elected a black dude in the South. The party of War on Women just elected first ever woman in redneck&#8230;,"[0.8881189823150635, 0.11188098788261414]"
Fake niccas ain't far dog they right in ya face!,"[0.6463386416435242, 0.35366135835647583]"
"@Cody_smith64 true! I miss yall man, yall are my brothers. Is mikey starting? And what about the chink? Lmfao","[0.14433006942272186, 0.8556699156761169]"
Almost done with this bitch ass room ....,"[0.21610449254512787, 0.7838955521583557]"
Y'all bitches need to sandos!,"[0.1594526469707489, 0.8405473828315735]"
RT @BasedPaco: lol Lebron bitch ass always making a spectacle look at me ass nigga,"[0.14097823202610016, 0.859021782875061]"
Her pussy sweeter then some fresh fruit &#128527; she gushin I drink the best juice &#128166;,"[0.43023523688316345, 0.5697647929191589]"
@marclamonthill will you mention why being called nigger is wrong(witch i agree with) &amp; bossy is wrong.but being called a pimp is still ok?,"[0.1948758363723755, 0.8051241636276245]"
"@z0mbiedance I know, bitches. Let's do something this weekend. Let's bake!","[0.7243643403053284, 0.27563565969467163]"
RT @HG_Shit: @1BookieG them klutzy bitches,"[0.1698203831911087, 0.8301796317100525]"
"RT @andresdavid: Saying, ""Who cares?"" comes from a privileged position. May you never experience what a queer person goes through, and may &#8230;","[0.597774863243103, 0.4022251069545746]"
@DamianHuffaker you're from a trash can,"[0.9678694605827332, 0.03213048353791237]"
"RT @StevStiffler: If her bio says ""Only God can judge me"" she's a hoe.","[0.37233400344848633, 0.6276659965515137]"
RT @OneTimeForMoet: It's been fuck bitches but a Queen&#128120; can get my time,"[0.2326357066631317, 0.7673642635345459]"
@oscarstyless Bye bitch byeeeee!,"[0.18777157366275787, 0.8122283816337585]"
"First ""#tbt"" best and drunkest Yankees game ever #wheresColman #everclear http://t.co/pKnLCylu","[0.9064906239509583, 0.09350937604904175]"
Oh she is RT @soARiE1017: @viaNAWF I respect that because bitches can be spiteful when it come to children,"[0.25848570466041565, 0.741514265537262]"
Longway bitch,"[0.16093362867832184, 0.8390663862228394]"
1-100000 You are a semi-evolved monkey that is desperately searching for validation and meaning in life. BBQd you'd be ok with mango salsa.,"[0.9552478194236755, 0.04475224390625954]"
Stu a rape faced faggot man I'm sick of this nigga,"[0.09702682495117188, 0.9029731750488281]"
RT @RealJohnBrannon: bette fucking davis eyes bitch,"[0.4136296212673187, 0.5863703489303589]"
that bitch!!! how can she treat Turtle like that?,"[0.20070978999137878, 0.7992901802062988]"
"RT @Kash_Stackz: Him: your nudes are safe with me.
Her: *sends nudes*
Him: *calls homie* aye, why this hoe send me this trash ass nude, yu &#8230;","[0.2866678237915039, 0.7133321762084961]"
@Anony386 @TurnToLive @Tweenki_ they are wrong you are a nigger always causung mischief among ur own people,"[0.09794310480356216, 0.9020569324493408]"
Don't throw me the pussy! Let me come get it,"[0.31817626953125, 0.6818237900733948]"
"RT @KejonASavage: ""@_chocgirL: Rich homie and bird man gone be at mansion &#233;lan tonight &#128064;"" some niggas got fuckd up by the bouncers when i w&#8230;","[0.8030176162719727, 0.19698236882686615]"
Manual labor so trash,"[0.9751701951026917, 0.024829857051372528]"
I hate you niccas! Lol http://t.co/NqSYeQhGOZ,"[0.3851926922798157, 0.6148073077201843]"
"@hiyathanda_alps ""that hoe over there""","[0.21024537086486816, 0.7897546291351318]"
Yo bitch gaggin she jet laggin,"[0.15055020153522491, 0.8494498133659363]"
Throw that flag bitch you ain't the real Bush!!,"[0.17548078298568726, 0.8245192170143127]"
STFU BORIS FAGJO! RT @Maxin_Betha Cause he a faggot!! Makes sense now right?? RT @ChannyMaraj Bran prolly real nurturing lol,"[0.09258189797401428, 0.9074180722236633]"
I wish Young Thug made past me the hookah and kept garbage ass tyga out that bitch,"[0.1969035267829895, 0.8030965328216553]"
Teen gets all her holes penetrated and even fists her own&#160;twat http://t.co/8yE0RTk7xc,"[0.1914425492286682, 0.8085574507713318]"
RT @Garnettujl: Hoes will be hoes.,"[0.15105067193508148, 0.8489493131637573]"
A yellow jacket landed on my mouth and stung me while I was cutting grass..safe to say he won &#128029; http://t.co/caYUcS8O01,"[0.945361316204071, 0.05463862046599388]"
@BarackObama make weed legal you pussy you know you smoke that shit,"[0.21892626583576202, 0.7810736894607544]"
"@saucygyro bamoose the prophet was right ""thy hoes ain't loyal"" http://t.co/wOxmzRZbrb","[0.5149775147438049, 0.48502251505851746]"
Dat bitch had noo cheeks!,"[0.18853580951690674, 0.8114641308784485]"
That awkward moment when you hold the door for someone and they use the door next to it.. Like bitch you better back the fuck up.,"[0.2909620702266693, 0.7090379595756531]"
&#8220;@__iamjazz: ion eat cat . &#128581;&#8221;bitch what you gay for then,"[0.2444261759519577, 0.7555738091468811]"
Ready to go get my fried Oreos,"[0.9487839937210083, 0.051216017454862595]"
@KingLiibax r u a faggot?,"[0.08631110191345215, 0.9136888980865479]"
This niggah know wassup,"[0.11128947138786316, 0.8887105584144592]"
@BetoDavidThomas @JesseCanon bitch my mom didn't call you,"[0.34089240431785583, 0.6591075658798218]"
#WhyIHateInstagram it can make a bitch cheat up to four points on the scale of 1 to 10,"[0.3495236933231354, 0.650476336479187]"
"Free 5iiive nigga, let all a my dogs out. Moma said no pussy cats inside my dog house! #SB4 #GANG!! http://t.co/E8baXOyPgg","[0.30076396465301514, 0.6992360353469849]"
"RT @ClerkofOxford: In Anglo-Saxon calendars, 7 November is considered the first day of winter - 'Winter's Day': http://t.co/IhrCkeCqdA http&#8230;","[0.9619885087013245, 0.038011495023965836]"
Early bird gets the worm!,"[0.97648686170578, 0.02351316437125206]"
RT @HELL3RELL: Today is the only day you hoes get a pass for being a fool&#128514;,"[0.22380255162715912, 0.7761974334716797]"
RT @SouthsideVic: This tweet was a booby trap and I caught 23 hoes. http://t.co/f30lY2JiQP,"[0.24363534152507782, 0.756364643573761]"
I feel like I got bitch slapped by karma.,"[0.8616697192192078, 0.13833031058311462]"
Waiting on these bitches @badnewsbridget @MorbidMermaid &#128034;&#128034;&#128034;&#128034;,"[0.1272963434457779, 0.8727036118507385]"
Beans that were yellow before Friday night are brown now-a few green leaves curled-frost but not freeze-bean size reduced - top end shrinks,"[0.9445960521697998, 0.055403932929039]"
RT @Smart_Cookie86: If I had to pick a President of the Uncle Tom association I would pick Larry Elder.,"[0.9435015320777893, 0.05649847537279129]"
This bitch got zero kills and yet got a legendary enngram?!!!! What the absolute fuck?!!!!!,"[0.28505319356918335, 0.7149468064308167]"
RT @ChiefKeef: That pussy Ain't yours broski. It's jus your turn!,"[0.40963101387023926, 0.5903689861297607]"
&#8220;@justinbieber: that new 1d song diana is well written well done boyzzzzzz&#8221; bow down bitch,"[0.353067547082901, 0.6469324827194214]"
YES!! RT @Merky__: NO!!! RT @HuffPostTaste Will YOU buy the new Caramel Apple flavor of Oreos? http://t.co/K8zUp4Ynzf http://t.co/AMuZaTglx8,"[0.9042297601699829, 0.09577028453350067]"
